order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO57584,4268,30640,8/6/2023,1,426,8/8/2023,8/20/2023,426,21
SO57585,894,23928,5/28/2023,1,107,5/30/2023,6/11/2023,107,83
SO57586,2308,12879,2/9/2023,3,489,2/11/2023,2/23/2023,1467,18
SO57587,927,22156,5/1/2023,4,442,5/3/2023,5/15/2023,1768,67
SO57588,3885,26413,8/6/2023,2,376,8/8/2023,8/20/2023,752,80
SO57589,4312,20727,7/11/2023,3,147,7/13/2023,7/25/2023,441,95
SO57590,2570,19222,10/25/2023,4,783,10/27/2023,11/8/2023,3132,29
SO57591,5496,18324,12/15/2023,5,616,12/17/2023,12/29/2023,3080,24
SO57592,784,28809,3/4/2023,5,900,3/6/2023,3/18/2023,4500,59
SO57593,598,12488,9/8/2023,3,192,9/10/2023,9/22/2023,576,40
SO57594,637,28960,11/1/2023,1,396,11/3/2023,11/15/2023,396,12
SO57595,2446,14043,4/15/2023,3,379,4/17/2023,4/29/2023,1137,86
SO57596,3812,10210,1/19/2023,5,966,1/21/2023,2/2/2023,4830,8
SO57597,5240,20955,12/8/2023,1,158,12/10/2023,12/22/2023,158,31
SO57598,2778,10560,1/16/2023,3,218,1/18/2023,1/30/2023,654,43
SO57599,2998,27940,10/1/2023,4,35,10/3/2023,10/15/2023,140,60
SO57600,535,10281,10/12/2023,1,389,10/14/2023,10/26/2023,389,73
SO57601,2344,22873,2/25/2023,1,504,2/27/2023,3/11/2023,504,95
SO57602,5477,10356,10/11/2023,5,857,10/13/2023,10/25/2023,4285,97
SO57603,5402,17904,6/13/2023,1,403,6/15/2023,6/27/2023,403,33
SO57604,3300,12006,9/16/2023,1,167,9/18/2023,9/30/2023,167,91
SO57605,507,31067,1/1/2024,1,743,1/3/2024,1/15/2024,743,2
SO57606,1395,20008,2/12/2023,3,383,2/14/2023,2/26/2023,1149,84
SO57607,3012,18453,4/13/2023,2,609,4/15/2023,4/27/2023,1218,42
SO57608,1587,21107,2/14/2023,1,344,2/16/2023,2/28/2023,344,78
SO57609,5074,24195,1/8/2023,4,401,1/10/2023,1/22/2023,1604,24
SO57610,693,21994,2/6/2023,2,620,2/8/2023,2/20/2023,1240,28
SO57611,2064,12861,1/25/2023,5,479,1/27/2023,2/8/2023,2395,11
SO57612,2908,10402,5/7/2023,3,160,5/9/2023,5/21/2023,480,22
SO57613,614,30850,5/24/2023,4,903,5/26/2023,6/7/2023,3612,56
SO57614,3272,12870,3/16/2023,5,721,3/18/2023,3/30/2023,3605,70
SO57615,2144,13796,6/5/2023,5,664,6/7/2023,6/19/2023,3320,79
SO57616,3136,21123,9/27/2023,5,721,9/29/2023,10/11/2023,3605,5
SO57617,1030,23419,4/12/2023,5,762,4/14/2023,4/26/2023,3810,42
SO57618,3459,24970,11/1/2023,3,112,11/3/2023,11/15/2023,336,42
SO57619,3602,12545,12/30/2023,5,496,1/1/2024,1/13/2024,2480,92
SO57620,5386,19808,8/16/2023,5,408,8/18/2023,8/30/2023,2040,33
SO57621,1979,31437,5/29/2023,1,231,5/31/2023,6/12/2023,231,62
SO57622,1320,22851,10/1/2023,1,548,10/3/2023,10/15/2023,548,40
SO57623,1303,20136,1/1/2024,2,976,1/3/2024,1/15/2024,1952,38
SO57624,4744,14266,10/7/2023,3,382,10/9/2023,10/21/2023,1146,9
SO57625,4218,27613,5/31/2023,3,442,6/2/2023,6/14/2023,1326,68
SO57626,2201,26936,10/15/2023,5,839,10/17/2023,10/29/2023,4195,97
SO57627,3518,15337,5/23/2023,4,374,5/25/2023,6/6/2023,1496,63
SO57628,4703,19353,5/20/2023,5,334,5/22/2023,6/3/2023,1670,88
SO57629,3406,16653,12/5/2023,1,755,12/7/2023,12/19/2023,755,1
SO57630,1334,21633,3/25/2023,2,714,3/27/2023,4/8/2023,1428,31
SO57631,3833,34757,3/21/2023,1,262,3/23/2023,4/4/2023,262,43
SO57632,4932,17206,3/7/2023,4,675,3/9/2023,3/21/2023,2700,94
SO57633,3172,21633,9/13/2023,2,367,9/15/2023,9/27/2023,734,65
SO57634,2905,29164,11/26/2023,1,120,11/28/2023,12/10/2023,120,82
SO57635,2687,21286,2/18/2023,2,695,2/20/2023,3/4/2023,1390,61
SO57636,1671,19530,9/14/2023,1,626,9/16/2023,9/28/2023,626,59
SO57637,2662,32935,4/20/2023,1,909,4/22/2023,5/4/2023,909,4
SO57638,4800,23014,8/2/2023,3,824,8/4/2023,8/16/2023,2472,7
SO57639,3427,34361,10/17/2023,4,785,10/19/2023,10/31/2023,3140,100
SO57640,3614,33763,8/24/2023,2,346,8/26/2023,9/7/2023,692,13
SO57641,3097,12017,8/28/2023,1,396,8/30/2023,9/11/2023,396,77
SO57642,2620,19075,1/9/2023,5,994,1/11/2023,1/23/2023,4970,73
SO57643,1694,19120,12/10/2023,5,267,12/12/2023,12/24/2023,1335,90
SO57644,647,20009,9/25/2023,1,173,9/27/2023,10/9/2023,173,29
SO57645,4363,16809,5/7/2023,2,439,5/9/2023,5/21/2023,878,27
SO57646,2173,27100,9/16/2023,5,226,9/18/2023,9/30/2023,1130,61
SO57647,1103,22554,11/12/2023,4,266,11/14/2023,11/26/2023,1064,66
SO57648,4409,27498,5/7/2023,1,864,5/9/2023,5/21/2023,864,17
SO57649,4746,15228,6/20/2023,1,435,6/22/2023,7/4/2023,435,81
SO57650,1369,32801,10/27/2023,4,920,10/29/2023,11/10/2023,3680,55
SO57651,3364,10108,10/9/2023,1,203,10/11/2023,10/23/2023,203,16
SO57652,4024,12428,2/1/2023,3,264,2/3/2023,2/15/2023,792,29
SO57653,3633,17763,3/24/2023,4,876,3/26/2023,4/7/2023,3504,63
SO57654,5001,26391,3/23/2023,4,980,3/25/2023,4/6/2023,3920,62
SO57655,2790,33027,8/19/2023,4,731,8/21/2023,9/2/2023,2924,74
SO57656,1776,12617,11/22/2023,5,238,11/24/2023,12/6/2023,1190,100
SO57657,953,18038,11/19/2023,2,833,11/21/2023,12/3/2023,1666,74
SO57658,1059,20532,10/27/2023,3,840,10/29/2023,11/10/2023,2520,60
SO57659,786,29983,4/22/2023,4,202,4/24/2023,5/6/2023,808,54
SO57660,4021,33307,4/13/2023,1,126,4/15/2023,4/27/2023,126,47
SO57661,2854,28427,12/9/2023,1,496,12/11/2023,12/23/2023,496,76
SO57662,1275,31198,6/25/2023,3,550,6/27/2023,7/9/2023,1650,86
SO57663,3337,34141,8/6/2023,1,437,8/8/2023,8/20/2023,437,30
SO57664,3693,22263,8/20/2023,1,203,8/22/2023,9/3/2023,203,44
SO57665,4586,21146,1/28/2023,5,305,1/30/2023,2/11/2023,1525,32
SO57666,954,24906,4/28/2023,1,905,4/30/2023,5/12/2023,905,9
SO57667,4203,11549,3/21/2023,3,943,3/23/2023,4/4/2023,2829,79
SO57668,3743,13924,3/10/2023,5,841,3/12/2023,3/24/2023,4205,24
SO57669,1810,23919,7/30/2023,4,827,8/1/2023,8/13/2023,3308,37
SO57670,4678,12535,5/2/2023,1,522,5/4/2023,5/16/2023,522,38
SO57671,2983,12796,11/30/2023,4,107,12/2/2023,12/14/2023,428,51
SO57672,5312,10519,6/14/2023,5,253,6/16/2023,6/28/2023,1265,1
SO57673,5182,11067,10/1/2023,5,915,10/3/2023,10/15/2023,4575,40
SO57674,1881,29254,1/4/2023,3,976,1/6/2023,1/18/2023,2928,68
SO57675,4863,22367,9/1/2023,5,272,9/3/2023,9/15/2023,1360,42
SO57676,5092,15615,11/18/2023,5,634,11/20/2023,12/2/2023,3170,43
SO57677,2925,10148,11/2/2023,4,129,11/4/2023,11/16/2023,516,43
SO57678,4063,27010,7/18/2023,4,459,7/20/2023,8/1/2023,1836,37
SO57679,608,13030,4/16/2023,5,900,4/18/2023,4/30/2023,4500,97
SO57680,2869,30480,7/18/2023,3,980,7/20/2023,8/1/2023,2940,36
SO57681,1223,28369,7/30/2023,4,667,8/1/2023,8/13/2023,2668,64
SO57682,5247,25203,4/16/2023,1,311,4/18/2023,4/30/2023,311,78
SO57683,1214,24497,7/22/2023,4,218,7/24/2023,8/5/2023,872,40
SO57684,1494,10283,11/23/2023,3,556,11/25/2023,12/7/2023,1668,60
SO57685,1988,28280,2/27/2023,2,673,3/1/2023,3/13/2023,1346,59
SO57686,1272,30749,1/12/2023,4,286,1/14/2023,1/26/2023,1144,93
SO57687,4806,25121,4/10/2023,1,314,4/12/2023,4/24/2023,314,91
SO57688,4406,24664,1/10/2023,4,510,1/12/2023,1/24/2023,2040,64
SO57689,3614,22294,12/20/2023,2,290,12/22/2023,1/3/2024,580,30
SO57690,1682,19587,3/15/2023,3,338,3/17/2023,3/29/2023,1014,6
SO57691,1858,16524,1/30/2023,3,98,2/1/2023,2/13/2023,294,67
SO57692,1470,13761,5/16/2023,3,642,5/18/2023,5/30/2023,1926,17
SO57693,2317,17911,3/13/2023,5,280,3/15/2023,3/27/2023,1400,64
SO57694,1717,25748,12/5/2023,1,325,12/7/2023,12/19/2023,325,88
SO57695,3168,31129,5/28/2023,4,70,5/30/2023,6/11/2023,280,55
SO57696,1653,10228,9/27/2023,5,324,9/29/2023,10/11/2023,1620,15
SO57697,4888,22080,12/2/2023,5,886,12/4/2023,12/16/2023,4430,8
SO57698,4616,12559,9/5/2023,1,202,9/7/2023,9/19/2023,202,44
SO57699,1818,32351,3/4/2023,1,501,3/6/2023,3/18/2023,501,46
SO57700,1267,25655,5/13/2023,1,155,5/15/2023,5/27/2023,155,23
SO57701,2217,12753,2/25/2023,1,181,2/27/2023,3/11/2023,181,74
SO57702,2552,20384,4/10/2023,1,627,4/12/2023,4/24/2023,627,94
SO57703,5278,29449,1/7/2023,3,528,1/9/2023,1/21/2023,1584,89
SO57704,908,10833,11/3/2023,4,201,11/5/2023,11/17/2023,804,95
SO57705,4391,30671,11/28/2023,5,121,11/30/2023,12/12/2023,605,58
SO57706,857,24579,3/11/2023,3,706,3/13/2023,3/25/2023,2118,56
SO57707,925,14313,5/17/2023,2,922,5/19/2023,5/31/2023,1844,93
SO57708,4588,24225,10/7/2023,1,542,10/9/2023,10/21/2023,542,11
SO57709,4057,34879,10/15/2023,2,829,10/17/2023,10/29/2023,1658,22
SO57710,1213,13021,5/6/2023,1,831,5/8/2023,5/20/2023,831,87
SO57711,4814,15672,7/31/2023,3,199,8/2/2023,8/14/2023,597,52
SO57712,3873,31756,7/8/2023,4,487,7/10/2023,7/22/2023,1948,31
SO57713,3600,20588,5/19/2023,5,465,5/21/2023,6/2/2023,2325,38
SO57714,698,27101,11/21/2023,5,801,11/23/2023,12/5/2023,4005,10
SO57715,4262,16450,10/23/2023,5,710,10/25/2023,11/6/2023,3550,73
SO57716,2400,16155,3/2/2023,2,76,3/4/2023,3/16/2023,152,43
SO57717,4909,23630,10/28/2023,4,857,10/30/2023,11/11/2023,3428,99
SO57718,3297,25445,7/22/2023,1,530,7/24/2023,8/5/2023,530,19
SO57719,798,27715,11/5/2023,1,942,11/7/2023,11/19/2023,942,54
SO57720,3622,17452,1/31/2023,2,998,2/2/2023,2/14/2023,1996,89
SO57721,4884,28871,6/2/2023,4,950,6/4/2023,6/16/2023,3800,49
SO57722,1754,13456,5/5/2023,4,398,5/7/2023,5/19/2023,1592,51
SO57723,3519,32157,11/6/2023,1,80,11/8/2023,11/20/2023,80,36
SO57724,2954,31138,11/6/2023,3,569,11/8/2023,11/20/2023,1707,42
SO57725,599,24608,2/20/2023,3,30,2/22/2023,3/6/2023,90,2
SO57726,1640,24049,2/15/2023,3,994,2/17/2023,3/1/2023,2982,58
SO57727,2275,23619,10/31/2023,3,130,11/2/2023,11/14/2023,390,37
SO57728,2755,22793,5/14/2023,5,889,5/16/2023,5/28/2023,4445,72
SO57729,2674,21633,5/22/2023,1,452,5/24/2023,6/5/2023,452,80
SO57730,5230,27981,11/18/2023,5,403,11/20/2023,12/2/2023,2015,53
SO57731,1456,17633,1/10/2023,4,94,1/12/2023,1/24/2023,376,4
SO57732,1873,32810,12/7/2023,2,104,12/9/2023,12/21/2023,208,57
SO57733,3087,19730,4/16/2023,1,989,4/18/2023,4/30/2023,989,11
SO57734,3037,12610,9/15/2023,1,105,9/17/2023,9/29/2023,105,4
SO57735,5199,23417,1/19/2023,4,652,1/21/2023,2/2/2023,2608,79
SO57736,581,10555,2/1/2023,3,949,2/3/2023,2/15/2023,2847,90
SO57737,675,15751,9/27/2023,2,469,9/29/2023,10/11/2023,938,46
SO57738,2131,22617,1/12/2023,4,956,1/14/2023,1/26/2023,3824,98
SO57739,3801,30587,5/18/2023,3,826,5/20/2023,6/1/2023,2478,46
SO57740,2197,30834,12/6/2023,4,421,12/8/2023,12/20/2023,1684,99
SO57741,4039,26105,10/16/2023,5,384,10/18/2023,10/30/2023,1920,52
SO57742,3949,24408,1/1/2023,3,751,1/3/2023,1/15/2023,2253,57
SO57743,1118,20037,8/29/2023,1,587,8/31/2023,9/12/2023,587,5
SO57744,5258,13215,4/23/2023,3,990,4/25/2023,5/7/2023,2970,2
SO57745,3525,26777,9/14/2023,4,803,9/16/2023,9/28/2023,3212,5
SO57746,4016,21772,9/14/2023,4,658,9/16/2023,9/28/2023,2632,24
SO57747,2780,20207,11/28/2023,5,833,11/30/2023,12/12/2023,4165,70
SO57748,696,19469,7/7/2023,4,807,7/9/2023,7/21/2023,3228,80
SO57749,4474,11063,5/18/2023,1,755,5/20/2023,6/1/2023,755,45
SO57750,5144,23640,2/13/2023,2,965,2/15/2023,2/27/2023,1930,1
SO57751,1686,13817,4/29/2023,2,377,5/1/2023,5/13/2023,754,17
SO57752,2128,15931,3/22/2023,4,948,3/24/2023,4/5/2023,3792,68
SO57753,3248,25277,8/19/2023,1,558,8/21/2023,9/2/2023,558,59
SO57754,2476,23410,5/9/2023,2,237,5/11/2023,5/23/2023,474,23
SO57755,4114,18294,4/16/2023,2,447,4/18/2023,4/30/2023,894,51
SO57756,3139,14258,7/28/2023,3,406,7/30/2023,8/11/2023,1218,36
SO57757,2067,14962,9/18/2023,2,347,9/20/2023,10/2/2023,694,86
SO57758,604,32042,5/23/2023,3,807,5/25/2023,6/6/2023,2421,76
SO57759,4263,14914,10/12/2023,5,443,10/14/2023,10/26/2023,2215,42
SO57760,601,10387,2/21/2023,5,266,2/23/2023,3/7/2023,1330,68
SO57761,2560,14828,4/15/2023,2,519,4/17/2023,4/29/2023,1038,78
SO57762,1556,12298,11/12/2023,1,953,11/14/2023,11/26/2023,953,27
SO57763,2343,20062,12/4/2023,3,451,12/6/2023,12/18/2023,1353,48
SO57764,4376,10250,1/14/2023,5,770,1/16/2023,1/28/2023,3850,74
SO57765,4646,28085,11/11/2023,1,672,11/13/2023,11/25/2023,672,73
SO57766,5188,11706,3/7/2023,5,242,3/9/2023,3/21/2023,1210,21
SO57767,3668,11713,5/16/2023,4,643,5/18/2023,5/30/2023,2572,90
SO57768,2628,32132,5/17/2023,4,814,5/19/2023,5/31/2023,3256,91
SO57769,4152,31520,7/21/2023,5,690,7/23/2023,8/4/2023,3450,77
SO57770,5086,26350,10/4/2023,2,854,10/6/2023,10/18/2023,1708,47
SO57771,2020,14001,2/4/2023,1,855,2/6/2023,2/18/2023,855,73
SO57772,807,23195,4/4/2023,3,463,4/6/2023,4/18/2023,1389,60
SO57773,2806,34926,11/15/2023,1,817,11/17/2023,11/29/2023,817,94
SO57774,3707,10761,7/22/2023,2,939,7/24/2023,8/5/2023,1878,30
SO57775,794,22228,6/5/2023,2,832,6/7/2023,6/19/2023,1664,78
SO57776,3826,19800,1/4/2023,2,363,1/6/2023,1/18/2023,726,27
SO57777,3369,22964,7/18/2023,5,773,7/20/2023,8/1/2023,3865,51
SO57778,5382,27861,12/23/2023,1,152,12/25/2023,1/6/2024,152,69
SO57779,2848,10500,8/20/2023,4,166,8/22/2023,9/3/2023,664,93
SO57780,4668,25130,2/11/2023,5,730,2/13/2023,2/25/2023,3650,26
SO57781,5186,16052,3/30/2023,3,735,4/1/2023,4/13/2023,2205,86
SO57782,673,30467,12/19/2023,3,583,12/21/2023,1/2/2024,1749,53
SO57783,1349,33262,10/15/2023,5,87,10/17/2023,10/29/2023,435,73
SO57784,4495,16084,7/29/2023,4,598,7/31/2023,8/12/2023,2392,46
SO57785,598,28378,2/9/2023,4,461,2/11/2023,2/23/2023,1844,37
SO57786,5412,28841,7/31/2023,1,591,8/2/2023,8/14/2023,591,86
SO57787,3522,27427,4/29/2023,3,990,5/1/2023,5/13/2023,2970,33
SO57788,2377,10423,2/17/2023,2,704,2/19/2023,3/3/2023,1408,17
SO57789,5103,19393,3/31/2023,5,930,4/2/2023,4/14/2023,4650,25
SO57790,5416,22588,12/16/2023,3,672,12/18/2023,12/30/2023,2016,27
SO57791,1268,18755,4/12/2023,5,634,4/14/2023,4/26/2023,3170,92
SO57792,4525,18546,10/22/2023,4,333,10/24/2023,11/5/2023,1332,24
SO57793,1753,19342,7/12/2023,5,503,7/14/2023,7/26/2023,2515,3
SO57794,5227,25155,11/27/2023,1,466,11/29/2023,12/11/2023,466,11
SO57795,3528,11293,3/3/2023,2,920,3/5/2023,3/17/2023,1840,77
SO57796,4722,18466,6/25/2023,4,104,6/27/2023,7/9/2023,416,12
SO57797,3738,30127,12/28/2023,3,833,12/30/2023,1/11/2024,2499,6
SO57798,1459,14776,5/18/2023,4,381,5/20/2023,6/1/2023,1524,95
SO57799,1380,14458,6/2/2023,2,308,6/4/2023,6/16/2023,616,75
SO57800,4508,21273,4/26/2023,4,794,4/28/2023,5/10/2023,3176,22
SO57801,4445,18461,2/26/2023,1,886,2/28/2023,3/12/2023,886,70
SO57802,4942,26616,5/13/2023,1,990,5/15/2023,5/27/2023,990,7
SO57803,1366,26018,3/30/2023,4,836,4/1/2023,4/13/2023,3344,30
SO57804,2396,29245,8/21/2023,5,246,8/23/2023,9/4/2023,1230,70
SO57805,4351,27520,4/19/2023,1,830,4/21/2023,5/3/2023,830,59
SO57806,3659,16216,11/26/2023,1,736,11/28/2023,12/10/2023,736,95
SO57807,3810,22841,10/7/2023,3,620,10/9/2023,10/21/2023,1860,42
SO57808,5172,18972,3/4/2023,4,366,3/6/2023,3/18/2023,1464,61
SO57809,1757,15902,2/16/2023,5,220,2/18/2023,3/2/2023,1100,60
SO57810,4715,10080,6/5/2023,3,475,6/7/2023,6/19/2023,1425,67
SO57811,914,12428,9/29/2023,3,841,10/1/2023,10/13/2023,2523,41
SO57812,3812,28071,6/21/2023,2,50,6/23/2023,7/5/2023,100,50
SO57813,5238,17514,5/12/2023,3,927,5/14/2023,5/26/2023,2781,37
SO57814,3176,22539,2/18/2023,3,941,2/20/2023,3/4/2023,2823,44
SO57815,4435,26075,2/11/2023,3,170,2/13/2023,2/25/2023,510,68
SO57816,1079,28663,2/25/2023,4,329,2/27/2023,3/11/2023,1316,21
SO57817,3547,29548,5/19/2023,3,72,5/21/2023,6/2/2023,216,19
SO57818,576,20210,11/29/2023,2,243,12/1/2023,12/13/2023,486,76
SO57819,5251,22408,11/24/2023,2,490,11/26/2023,12/8/2023,980,51
SO57820,1615,30570,4/29/2023,4,93,5/1/2023,5/13/2023,372,41
SO57821,2580,30500,4/28/2023,3,76,4/30/2023,5/12/2023,228,87
SO57822,1034,24419,8/14/2023,4,550,8/16/2023,8/28/2023,2200,94
SO57823,3148,15606,6/18/2023,4,615,6/20/2023,7/2/2023,2460,44
SO57824,3592,11871,7/14/2023,3,552,7/16/2023,7/28/2023,1656,7
SO57825,1238,27810,11/8/2023,4,617,11/10/2023,11/22/2023,2468,49
SO57826,2558,11707,3/19/2023,5,888,3/21/2023,4/2/2023,4440,23
SO57827,3869,31968,12/18/2023,1,207,12/20/2023,1/1/2024,207,16
SO57828,3602,20613,3/1/2023,3,860,3/3/2023,3/15/2023,2580,48
SO57829,3190,32668,12/8/2023,1,567,12/10/2023,12/22/2023,567,50
SO57830,3528,11230,7/26/2023,5,861,7/28/2023,8/9/2023,4305,82
SO57831,4995,28595,12/9/2023,5,920,12/11/2023,12/23/2023,4600,83
SO57832,1206,22929,6/26/2023,1,664,6/28/2023,7/10/2023,664,61
SO57833,5258,28089,8/24/2023,1,192,8/26/2023,9/7/2023,192,70
SO57834,4301,25053,11/22/2023,2,761,11/24/2023,12/6/2023,1522,29
SO57835,2599,17466,1/23/2023,5,319,1/25/2023,2/6/2023,1595,15
SO57836,1404,26463,6/6/2023,5,731,6/8/2023,6/20/2023,3655,45
SO57837,2896,29898,7/9/2023,2,307,7/11/2023,7/23/2023,614,72
SO57838,5049,19122,8/9/2023,1,313,8/11/2023,8/23/2023,313,15
SO57839,3657,11638,7/21/2023,2,902,7/23/2023,8/4/2023,1804,9
SO57840,4162,27088,5/17/2023,1,588,5/19/2023,5/31/2023,588,2
SO57841,2014,16422,5/23/2023,2,922,5/25/2023,6/6/2023,1844,89
SO57842,3948,29069,3/18/2023,1,830,3/20/2023,4/1/2023,830,15
SO57843,5184,20341,7/6/2023,1,233,7/8/2023,7/20/2023,233,8
SO57844,1974,14603,6/20/2023,1,482,6/22/2023,7/4/2023,482,25
SO57845,4164,15165,2/1/2023,4,542,2/3/2023,2/15/2023,2168,18
SO57846,4314,14958,5/23/2023,1,935,5/25/2023,6/6/2023,935,80
SO57847,3252,25965,3/16/2023,3,178,3/18/2023,3/30/2023,534,65
SO57848,575,25107,9/19/2023,3,322,9/21/2023,10/3/2023,966,21
SO57849,4330,19547,11/20/2023,5,559,11/22/2023,12/4/2023,2795,6
SO57850,1323,24829,6/16/2023,4,913,6/18/2023,6/30/2023,3652,95
SO57851,3141,20849,2/9/2023,1,712,2/11/2023,2/23/2023,712,50
SO57852,4573,30672,3/29/2023,4,571,3/31/2023,4/12/2023,2284,51
SO57853,2719,31307,5/5/2023,4,785,5/7/2023,5/19/2023,3140,66
SO57854,2159,28659,2/17/2023,3,24,2/19/2023,3/3/2023,72,65
SO57855,2497,14056,5/2/2023,3,543,5/4/2023,5/16/2023,1629,2
SO57856,2631,27725,10/26/2023,4,634,10/28/2023,11/9/2023,2536,48
SO57857,3728,16048,9/18/2023,4,359,9/20/2023,10/2/2023,1436,9
SO57858,4896,12765,11/4/2023,4,332,11/6/2023,11/18/2023,1328,93
SO57859,3284,23646,1/12/2023,1,905,1/14/2023,1/26/2023,905,50
SO57860,5148,29551,10/23/2023,1,482,10/25/2023,11/6/2023,482,92
SO57861,3241,14825,2/27/2023,2,367,3/1/2023,3/13/2023,734,24
SO57862,2097,33831,9/11/2023,3,735,9/13/2023,9/25/2023,2205,91
SO57863,5279,21899,10/7/2023,2,805,10/9/2023,10/21/2023,1610,74
SO57864,4884,18378,7/27/2023,1,381,7/29/2023,8/10/2023,381,4
SO57865,4788,11926,4/24/2023,1,458,4/26/2023,5/8/2023,458,86
SO57866,3766,29233,10/17/2023,3,72,10/19/2023,10/31/2023,216,70
SO57867,3952,16560,7/7/2023,1,100,7/9/2023,7/21/2023,100,22
SO57868,3315,25488,2/23/2023,1,973,2/25/2023,3/9/2023,973,92
SO57869,2534,13977,12/8/2023,3,346,12/10/2023,12/22/2023,1038,28
SO57870,1152,27458,4/27/2023,1,119,4/29/2023,5/11/2023,119,56
SO57871,4728,11260,7/14/2023,3,576,7/16/2023,7/28/2023,1728,65
SO57872,4254,13579,10/20/2023,1,389,10/22/2023,11/3/2023,389,10
SO57873,4685,33650,4/2/2023,3,741,4/4/2023,4/16/2023,2223,26
SO57874,2652,18092,4/6/2023,3,144,4/8/2023,4/20/2023,432,75
SO57875,3527,12144,8/19/2023,3,75,8/21/2023,9/2/2023,225,85
SO57876,5059,15706,5/31/2023,2,575,6/2/2023,6/14/2023,1150,92
SO57877,2859,16948,8/8/2023,5,524,8/10/2023,8/22/2023,2620,100
SO57878,1682,24178,4/12/2023,2,402,4/14/2023,4/26/2023,804,67
SO57879,2757,21227,9/9/2023,1,933,9/11/2023,9/23/2023,933,57
SO57880,755,31690,12/3/2023,2,581,12/5/2023,12/17/2023,1162,36
SO57881,3903,15624,9/30/2023,2,618,10/2/2023,10/14/2023,1236,39
SO57882,624,10317,6/2/2023,5,331,6/4/2023,6/16/2023,1655,69
SO57883,2049,31885,6/14/2023,3,890,6/16/2023,6/28/2023,2670,24
SO57884,4752,27547,1/30/2023,2,193,2/1/2023,2/13/2023,386,54
SO57885,4876,22524,11/13/2023,4,854,11/15/2023,11/27/2023,3416,54
SO57886,1901,13390,6/25/2023,1,872,6/27/2023,7/9/2023,872,10
SO57887,4174,27765,4/29/2023,4,629,5/1/2023,5/13/2023,2516,77
SO57888,761,16769,12/22/2023,3,238,12/24/2023,1/5/2024,714,34
SO57889,3542,28453,6/17/2023,5,714,6/19/2023,7/1/2023,3570,22
SO57890,2970,24325,10/25/2023,2,938,10/27/2023,11/8/2023,1876,36
SO57891,1656,17516,2/16/2023,2,482,2/18/2023,3/2/2023,964,52
SO57892,4572,17273,12/18/2023,5,727,12/20/2023,1/1/2024,3635,15
SO57893,3134,19259,2/16/2023,1,425,2/18/2023,3/2/2023,425,3
SO57894,4430,21934,11/30/2023,5,918,12/2/2023,12/14/2023,4590,59
SO57895,639,13647,4/24/2023,5,679,4/26/2023,5/8/2023,3395,8
SO57896,3879,32603,1/28/2023,4,437,1/30/2023,2/11/2023,1748,12
SO57897,3441,17596,5/27/2023,3,372,5/29/2023,6/10/2023,1116,16
SO57898,4765,24950,11/27/2023,1,866,11/29/2023,12/11/2023,866,62
SO57899,3286,31232,11/4/2023,1,285,11/6/2023,11/18/2023,285,7
SO57900,1328,12667,8/18/2023,1,824,8/20/2023,9/1/2023,824,36
SO57901,4446,20396,9/20/2023,5,248,9/22/2023,10/4/2023,1240,82
SO57902,4089,18159,6/1/2023,2,851,6/3/2023,6/15/2023,1702,59
SO57903,4886,21428,8/4/2023,1,479,8/6/2023,8/18/2023,479,18
SO57904,3939,20380,4/11/2023,4,524,4/13/2023,4/25/2023,2096,34
SO57905,3753,13626,4/4/2023,2,174,4/6/2023,4/18/2023,348,39
SO57906,5171,30071,12/24/2023,5,677,12/26/2023,1/7/2024,3385,77
SO57907,4857,34101,10/21/2023,2,74,10/23/2023,11/4/2023,148,47
SO57908,1411,16107,1/6/2023,5,358,1/8/2023,1/20/2023,1790,18
SO57909,4730,11954,12/4/2023,5,114,12/6/2023,12/18/2023,570,43
SO57910,1204,12070,6/26/2023,1,409,6/28/2023,7/10/2023,409,67
SO57911,2851,28112,10/29/2023,4,523,10/31/2023,11/12/2023,2092,13
SO57912,1263,21140,4/14/2023,4,401,4/16/2023,4/28/2023,1604,31
SO57913,4191,24806,3/1/2023,3,641,3/3/2023,3/15/2023,1923,6
SO57914,3222,28328,4/2/2023,3,298,4/4/2023,4/16/2023,894,43
SO57915,4968,12347,7/6/2023,1,500,7/8/2023,7/20/2023,500,4
SO57916,599,32592,4/21/2023,2,987,4/23/2023,5/5/2023,1974,13
SO57917,4180,20607,4/9/2023,3,133,4/11/2023,4/23/2023,399,78
SO57918,5230,23266,12/5/2023,2,754,12/7/2023,12/19/2023,1508,78
SO57919,3755,34600,10/7/2023,2,241,10/9/2023,10/21/2023,482,46
SO57920,4733,28479,11/21/2023,5,306,11/23/2023,12/5/2023,1530,19
SO57921,750,10896,11/10/2023,4,672,11/12/2023,11/24/2023,2688,95
SO57922,5128,16386,5/19/2023,4,839,5/21/2023,6/2/2023,3356,16
SO57923,4248,20037,8/23/2023,4,986,8/25/2023,9/6/2023,3944,8
SO57924,3505,24231,6/29/2023,2,943,7/1/2023,7/13/2023,1886,58
SO57925,1516,27740,5/19/2023,3,854,5/21/2023,6/2/2023,2562,46
SO57926,4447,10197,11/6/2023,5,713,11/8/2023,11/20/2023,3565,30
SO57927,4243,13281,3/21/2023,1,602,3/23/2023,4/4/2023,602,77
